"id_zona","sup_nieve","month"
"ZC2",175.49380245225913,"1993 may."
"ZC2",389.7791029680677,"1993 jun."
"ZC2",269.054990001415,"1993 jul."
"ZC2",3855.271286951981,"1993 ago."
"ZC2",227.95553095467955,"1993 oct."
"ZC2",62.847552926757444,"1993 nov."
"ZC2",45.005239172127155,"1993 dic."
"ZC2",31.690079653746338,"1994 ene."
"ZC2",33.37666652607457,"1994 feb."
"ZC2",192.27090344541898,"1994 may."
"ZC2",286.89730375604523,"1994 jun."
"ZC2",285.4770200740847,"1994 jul."
"ZC2",60.27328875320382,"1994 oct."
"ZC2",34.97448566828027,"1994 nov."
"ZC2",56.18997316756704,"1995 ene."
"ZC2",79.44711845967218,"1995 mar."
"ZC2",94.71516804074886,"1995 abr."
"ZC2",460.88205479622127,"1995 may."
"ZC2",487.42360610286033,"1995 jun."
"ZC2",389.33526431745497,"1995 jul."
"ZC2",235.23448482472773,"1995 ago."
"ZC2",92.85104570817555,"1995 sep."
"ZC2",143.9812582587579,"1995 oct."
"ZC2",24.41112578369816,"1995 dic."
"ZC2",32.22268603448157,"1996 feb."
"ZC2",51.396515740949944,"1996 mar."
"ZC2",42.78604591906368,"1996 abr."
"ZC2",207.7164884867407,"1996 may."
"ZC2",243.48988372612382,"1996 jun."
"ZC2",475.79503345680774,"1996 jul."
"ZC2",313.7939259831746,"1996 ago."
"ZC2",3171.404694087942,"1996 sep."
"ZC2",358.355326504689,"1996 oct."
"ZC2",56.54504408805719,"1996 nov."
"ZC2",30.536099162153334,"1996 dic."
"ZC2",77.49422839697634,"1997 ene."
"ZC2",80.15726030065251,"1997 feb."
"ZC2",484.7605741991842,"1997 jul."
"ZC2",200.25999915644744,"1997 ago."
"ZC2",291.5132257224173,"1997 sep."
"ZC2",105.10099246508588,"1997 oct."
"ZC2",48.11210972641601,"1997 nov."
"ZC2",46.33675512396524,"1998 feb."
"ZC2",34.88571793815774,"1998 mar."
"ZC2",124.00851898118665,"1998 jun."
"ZC2",822.7880905058117,"1998 jul."
"ZC2",199.99369596607983,"1998 ago."
"ZC2",66.22072667141391,"1998 sep."
"ZC2",32.488989224849185,"1998 nov."
"ZC2",133.24036291393068,"1998 dic."
"ZC2",34.17557609717743,"1999 ene."
"ZC2",31.690079653746338,"1999 feb."
"ZC2",48.02334199629347,"1999 abr."
"ZC2",45.98168420347508,"1999 may."
"ZC2",173.18584146907313,"1999 jun."
